key,count,percent_of_total_changes
HR:others,2,0.0
H_CANTILEVER,2,0.0
Habitants,2,0.0
Heavy overhang and cantilever,2,0.0
Idp:source,2,0.0
KILL:OID,2,0.0
Local Name,2,0.0
MAKAIBARI,2,0.0
MAPKEY,2,0.0
MASS_ON_ROOF,2,0.0
NRHP,2,0.0
Num Stories,2,0.0
OPER_ADD,2,0.0
Open Space,2,0.0
Operational_status_status,2,0.0
Owner's name,2,0.0
POUNDING,2,0.0
Payment method,2,0.0
Personne de contact,2,0.0
Phonne,2,0.0
Ponding Possibility,2,0.0
RCC,2,0.0
Rice Field,2,0.0
Riverr,2,0.0
Roof 1st Story,2,0.0
Roof 2Story,2,0.0
"Roof top water tank , heavy machinery or other large mass",2,0.0
Rooftopwatertank,2,0.0
SAFEPLACE,2,0.0
SHORT_COLUMN,2,0.0
SLOPE_LAND,2,0.0
SUF_OPEN_SPACE,2,0.0
SW_STOREY,2,0.0
Safe place,2,0.0
Scolar;ditrict,2,0.0
Servcies,2,0.0
Shape in elevation,2,0.0
Shape of building in plan,2,0.0
Soft/Weak_storey,2,0.0
Students,2,0.0
TOOLKIT,2,0.0
Tags,2,0.0
Terrain,2,0.0
Timings,2,0.0
Toilet Provider,2,0.0
Type of Vehicle,2,0.0
Typology ,2,0.0
V/F -water tank,2,0.0
Wall,2,0.0
Ward no,2,0.0
Yelp,2,0.0
Zipcode,2,0.0
_Date_,2,0.0
_Elevation_,2,0.0
_LAT_,2,0.0
_LONG_,2,0.0
abandone:building,2,0.0
abandoned:aerialway,2,0.0
abandoned:bridge,2,0.0
abandoned:landuse,2,0.0
abandoned:man_made,2,0.0
abandoned:shop,2,0.0
abandoned:tourism,2,0.0
abandoned:website,2,0.0
access:disabled,2,0.0
activities,2,0.0
activities_1,2,0.0
add;street,2,0.0
addess-street,2,0.0
addr: street,2,0.0
addr:*,2,0.0
addr:-housenumber,2,0.0
addr:Er. Rajendra,2,0.0
addr:alternatenumber,2,0.0
addr:building,2,0.0
addr:housenumer,2,0.0
addr:place:en,2,0.0
addr;street,2,0.0
address_street,2,0.0
aeroway:historic,2,0.0
aeroway:proposed,2,0.0
agrarian,2,0.0
air_conditioning:sales,2,0.0
airway,2,0.0
alk_name:en,2,0.0
alt_loc_name,2,0.0
alt_name:3,2,0.0
altitude,2,0.0
amenitiy,2,0.0
amr,2,0.0
animal_boarding,2,0.0
animated,2,0.0
antenna:type,2,0.0
app_operated,2,0.0
army building,2,0.0
atatut operationnel,2,0.0
atatutoperationnel,2,0.0
attibute source date,2,0.0
attribut_source_type,2,0.0
atv:sales,2,0.0
autre_phone,2,0.0
aware DRM,2,0.0
b,2,0.0
bags,2,0.0
bicycle:left,2,0.0
bicycle:right,2,0.0
bicycle_sharing,2,0.0
bicycles,2,0.0
bing_offset,2,0.0
bld in slope land,2,0.0
boarding,2,0.0
boat:rental,2,0.0
boisson gazeuse et alcoolisée,2,0.0
boundary:imagery:date:as_of,2,0.0
brand:it,2,0.0
bread,2,0.0
bridge ,2,0.0
bridge:past,2,0.0
browfield:source_20150514,2,0.0
bu,2,0.0
buildin,2,0.0
building with H on top,2,0.0
building-school_type,2,0.0
building:area,2,0.0
building_collapsed,2,0.0
building_roof_material:stone,2,0.0
bureau,2,0.0
cafe,2,0.0
camper,2,0.0
campsite,2,0.0
campus_name,2,0.0
canal_cover:percentage,2,0.0
cannabis:medical,2,0.0
cannabis:recreational,2,0.0
cap_ind_g2,2,0.0
capacite_en_lits,2,0.0
capacity:caravans,2,0.0
capacity:cargo_bike,2,0.0
capacity:motorcycle,2,0.0
capecity,2,0.0
capture,2,0.0
car_parts,2,0.0
car_sharing,2,0.0
ce centre est il rattache ou situe dans une structure de sante,2,0.0
cement_sheet,2,0.0
check_date:fee,2,0.0
chiuribot,2,0.0
cholera_affected_people,2,0.0
city,2,0.0
climbing:boulder,2,0.0
climbing:toprope,2,0.0
clothes:men,2,0.0
clothes:wedding,2,0.0
clothes:women,2,0.0
collection_plate,2,0.0
college:section,2,0.0
colonnade:left,2,0.0
colour:arrow,2,0.0
comics,2,0.0
communication:4G,2,0.0
communication:4g+,2,0.0
communication:antenna,2,0.0
communication:lte+,2,0.0
construction:public_transport,2,0.0
contact:addr,2,0.0
contact:country,2,0.0
contact:mail,2,0.0
contact_person 1,2,0.0
contact_person 2,2,0.0
contact_person 3,2,0.0
"contact_person du lieu d""intervention",2,0.0
contact_person:operation,2,0.0
contact_persoon,2,0.0
cuisine:sea_food,2,0.0
currency:CAD,2,0.0
currency:CHF,2,0.0
currency:DASH,2,0.0
currency:ETH,2,0.0
currency:HTG,2,0.0
currency:HUF,2,0.0
currency:RON,2,0.0
currency:USDC,2,0.0
currency:USDT,2,0.0
currency:XBT:operator,2,0.0
currency:others,2,0.0
cusine,2,0.0
cyber,2,0.0
damage:event_1,2,0.0
date d'attribution,2,0.0
defibrillator:location:it,2,0.0
demolished:man_made,2,0.0
description:covid19:it,2,0.0
descriptionours:,2,0.0
destination:1,2,0.0
destination:to,2,0.0
destroyed:board_type,2,0.0
destroyed:capacity:disabled,2,0.0
destroyed:description,2,0.0
destroyed:fire_hydrant:type,2,0.0
destroyed:inscription,2,0.0
destroyed:internet_access,2,0.0
destroyed:maxstay,2,0.0
destroyed:memorial,2,0.0
destroyed:operator,2,0.0
destroyed:toilets:disposal,2,0.0
diesel,2,0.0
diet:local,2,0.0
diet:mediterranea,2,0.0
diet:omnivore,2,0.0
diet:pescetarian,2,0.0
directeur,2,0.0
disabled_spaces,2,0.0
disaster,2,0.0
disco,2,0.0
disused:craft,2,0.0
disused:fuel:gasoline,2,0.0
disused:fuel:lpg,2,0.0
disused:leisure,2,0.0
disused:opening_hours,2,0.0
disused:power,2,0.0
disused:public_transport,2,0.0
disusedd:comment,2,0.0
donkey,2,0.0
dp:source_20150503,2,0.0
drink:milk,2,0.0
dryport,2,0.0
earthquake damage,2,0.0
econ_loss,2,0.0
electronics,2,0.0
emergency toolkit collecti,2,0.0
established,2,0.0
event_management,2,0.0
excreta_management_actions,2,0.0
excreta_management_status,2,0.0
explosion:damage,2,0.0
facilities:CCU,2,0.0
facilities:ICU,2,0.0
facility,2,0.0
female:signed,2,0.0
fhrs:authority,2,0.0
fhrs:confidence_management,2,0.0
fhrs:hygiene,2,0.0
fhrs:rating,2,0.0
fhrs:rating_date,2,0.0
fhrs:structural,2,0.0
field,2,0.0
fire_hydrant:description,2,0.0
fire_hydrant:descrption,2,0.0
fire_station:type,2,0.0
fishing_technique:fly-fishing,2,0.0
fixme:housename,2,0.0
fixmw,2,0.0
flashing_lights,2,0.0
flood/land slide zone,2,0.0
forf,2,0.0
fuel:benzine,2,0.0
fuel:metano,2,0.0
fuel:octane_80,2,0.0
fuel:oil,2,0.0
fuel:pertalite,2,0.0
fuel:pertamax,2,0.0
fuel:premium,2,0.0
fuel:propane,2,0.0
furniture,2,0.0
generator:output:battery_charging,2,0.0
generator:place,2,0.0
generator:solar:modules,2,0.0
geometrie source date,2,0.0
golf:par,2,0.0
grape_variety,2,0.0
grassland,2,0.0
gym,2,0.0
handicapped_accessible,2,0.0
handrail:center,2,0.0
harbour:web,2,0.0
has_water,2,0.0
hazard-type,2,0.0
hazard_intensity,2,0.0
hazard_occurence,2,0.0
hazard_occurence_time,2,0.0
hazard_return_period,2,0.0
hcare_orc,2,0.0
health_facility_current_bed_use,2,0.0
health_service,2,0.0
health_service:laboratory,2,0.0
health_specialty:cholera_treatment_unit,2,0.0
health_specialty:orthopaedics,2,0.0
health_specialty:paediatrics,2,0.0
health_specialty:surgery,2,0.0
health_specialty:urology,2,0.0
healthcare:oral_rehydratation_centre,2,0.0
healthcare_departments:ambulances,2,0.0
heght,2,0.0
helipad,2,0.0
heures fonctionnel,2,0.0
hide,2,0.0
highway:class:np,2,0.0
highway:closed,2,0.0
historic:amenity,2,0.0
holding_position:type,2,0.0
home,2,0.0
horaire d'ouverture,2,0.0
hotel_class,2,0.0
household info by,2,0.0
humanitarian:road:operationalstatus,2,0.0
humanitarian:road:operationalstatusquality,2,0.0
hunting,2,0.0
hws_gd,2,0.0
idp:comp_site,2,0.0
idp:status_10250503,2,0.0
import_tools,2,0.0
inscription:url,2,0.0
institution privee,2,0.0
ipd,2,0.0
irrigated,2,0.0
is in,2,0.0
is:in,2,0.0
kVA,2,0.0
kids_area:fee,2,0.0
kids_area:indoor,2,0.0
kids_area:supervised,2,0.0
kindergarden,2,0.0
kindergarten,2,0.0
kll,2,0.0
komal shrestha,2,0.0
kupandonle,2,0.0
land_use,2,0.0
language,2,0.0
language:fr,2,0.0
large w tank,2,0.0
lat_deg,2,0.0
layer1,2,0.0
layer_2,2,0.0
lgbt,2,0.0
liaison,2,0.0
lid_code,2,0.0
lieux des cultes,2,0.0
line_attachment,2,0.0
linen,2,0.0
link,2,0.0
loc_name:pronunciation,2,0.0
locomotive:type,2,0.0
long_deg,2,0.0
long_name,2,0.0
male:signed,2,0.0
meeting_room,2,0.0
megalith_type,2,0.0
member,2,0.0
mineral,2,0.0
monitoring:wind,2,0.0
monument,2,0.0
moraine,2,0.0
mortar,2,0.0
motorcycle:safety_inspection,2,0.0
motorcycle:tyres,2,0.0
motorcycle_friendly,2,0.0
mtb:description,2,0.0
mud,2,0.0
multiuse,2,0.0
n,2,0.0
nails,2,0.0
name:ja-Hira,2,0.0
name:short,2,0.0
name:tamang,2,0.0
name_zh,2,0.0
naptan:BusStopType,2,0.0
naptan:Notes,2,0.0
naturel,2,0.0
neaten,2,0.0
network_service,2,0.0
nework,2,0.0
newspapers,2,0.0
ngenus,2,0.0
nobrand,2,0.0
nom et prenom de la personne de contact,2,0.0
nom_organisation,2,0.0
nom_propri,2,0.0
not,2,0.0
note ,2,0.0
note:contact,2,0.0
note:covid19,2,0.0
note:description,2,0.0
note:opening_hours:covid19,2,0.0
note_1,2,0.0
note_3,2,0.0
nset:id,2,0.0
ntoe1,2,0.0
number,2,0.0
number of blocks,2,0.0
number_of_rooms,2,0.0
numero de tel,2,0.0
nurses,2,0.0
observatory:type,2,0.0
office_1,2,0.0
official_name:zh,2,0.0
official_name:zh-Hans,2,0.0
official_name:zh-Hant,2,0.0
old_name:1047-1460,2,0.0
old_natural,2,0.0
oneway:conditional,2,0.0
ooid,2,0.0
open space?,2,0.0
opensource,2,0.0
operational:status,2,0.0
operator2,2,0.0
operator_wash,2,0.0
osak:municipality_no,2,0.0
osak:revision,2,0.0
osak:street_no,2,0.0
outer,2,0.0
over hang/cantiliver,2,0.0
parking:both:access,2,0.0
parking:both:markings,2,0.0
parking:right:fee:conditional,2,0.0
parking:right:markings,2,0.0
part_of,2,0.0
payment:Cheques,2,0.0
payment:Credit_Cards,2,0.0
payment:Telepass,2,0.0
payment:Venmo,2,0.0
payment:bank_transfer,2,0.0
payment:card,2,0.0
payment:food_stamps,2,0.0
payment:insurance,2,0.0
payment:laser,2,0.0
payment:membership_card,2,0.0
payment:pos,2,0.0
payment:qr_code,2,0.0
payment:quickbooks_payments,2,0.0
payment:samsung_pay,2,0.0
payment:ticket,2,0.0
pcode2:,2,0.0
pcode:,2,0.0
pecon_loss,2,0.0
pedestrians,2,0.0
perimiter,2,0.0
period,2,0.0
personel de support,2,0.0
personne-contact,2,0.0
personnel ,2,0.0
pet_area,2,0.0
pets,2,0.0
pharmacy:type,2,0.0
phone1,2,0.0
phone:24hr. Mobile # from Land Line,2,0.0
phone:Office Phone from Land Line,2,0.0
phone:history,2,0.0
phone_2,2,0.0
phone_business,2,0.0
piste:type,2,0.0
pizzeria,2,0.0
placement:both_ways,2,0.0
pond,2,0.0
population:year,2,0.0
port:category,2,0.0
port:type,2,0.0
post_box:design,2,0.0
post_box:mounting,2,0.0
post_office:brand,2,0.0
post_office:parcel_pickup,2,0.0
pounding,2,0.0
presence,2,0.0
prix,2,0.0
proposed:electrified,2,0.0
proposed:voltage,2,0.0
protection_object,2,0.0
public_place,2,0.0
pump:status,2,0.0
pump:style,2,0.0
radio_station,2,0.0
rai,2,0.0
railway:historic,2,0.0
railway:lower_pantograph_section,2,0.0
re_opening_date,2,0.0
recycling:engine_oil,2,0.0
recycling:foil,2,0.0
recycling:mobile_phones,2,0.0
recycling:paperboard_packaging,2,0.0
recycling:plastic_bags,2,0.0
recycling:plastics,2,0.0
recycling:sheet_metal,2,0.0
recycling:tv_monitor,2,0.0
recycling:waste_oil,2,0.0
ref:aoo,2,0.0
ref:cei,2,0.0
ref:drain_number,2,0.0
ref:drain_type,2,0.0
ref:drain_zone,2,0.0
ref:enel:type:con,2,0.0
ref:sogebank,2,0.0
ref:tobacco,2,0.0
ref:vayla,2,0.0
ref_1,2,0.0
related:wikipedia,2,0.0
repeat_on,2,0.0
reservation:website,2,0.0
residence,2,0.0
responsible,2,0.0
restaurant:name,2,0.0
rickshaw,2,0.0
rof:shape,2,0.0
roof:n,2,0.0
roof_slope,2,0.0
ruleid,2,0.0
rwn:name,2,0.0
safe place identified,2,0.0
salon,2,0.0
sanitation,2,0.0
satut,2,0.0
sauna,2,0.0
scenic,2,0.0
scvwd:SHAPE_AREA,2,0.0
scvwd:WB_TYPE,2,0.0
seamark:buoy_lateral:category,2,0.0
seamark:buoy_lateral:colour,2,0.0
seamark:buoy_lateral:shape,2,0.0
seamark:buoy_lateral:system,2,0.0
seamark:light:1:radius,2,0.0
seamark:light:1:sequence,2,0.0
seamark:light:2:height,2,0.0
seamark:light:2:period,2,0.0
seamark:radio_station:category,2,0.0
seamark:radio_station:mmsi,2,0.0
seasonai,2,0.0
secondary_activity,2,0.0
secteur communale ou arrondissement,2,0.0
section,2,0.0
service 1,2,0.0
service 2,2,0.0
service 3,2,0.0
service 4,2,0.0
service 5,2,0.0
service 6,2,0.0
service 7,2,0.0
service 8,2,0.0
service area,2,0.0
service:bicycle:service,2,0.0
service:fax,2,0.0
service:press,2,0.0
service:print,2,0.0
service:vehicle:motorcycle,2,0.0
service:vehicle:suspension,2,0.0
service:vehicle:towing,2,0.0
serving_system:a_la_carte,2,0.0
serving_system:conveyor_belt,2,0.0
shape_area,2,0.0
shape_leng,2,0.0
shoes:repair,2,0.0
shop:start_date,2,0.0
shop=beauty,2,0.0
short coloumn,2,0.0
short:name,2,0.0
sitting_disability,2,0.0
soft storey,2,0.0
soft/weak storey,2,0.0
soft/weak_storey,2,0.0
souce:date,2,0.0
sour:is_in,2,0.0
source d'attribution,2,0.0
source:address,2,0.0
source:artist,2,0.0
source:bing,2,0.0
source:cycleway:width,2,0.0
source:etymology,2,0.0
source:fhrs,2,0.0
source:inscription,2,0.0
source:intermittend,2,0.0
source:location:date,2,0.0
source:name/,2,0.0
source:photo,2,0.0
source:shape,2,0.0
source=,2,0.0
source_ref:sahana,2,0.0
source_ref_2,2,0.0
sourceal,2,0.0
sources,2,0.0
spur,2,0.0
stucture rattache,2,0.0
subsea,2,0.0
sur,2,0.0
surce,2,0.0
t,2,0.0
tactile_writing:braille:lg,2,0.0
tags:undocumented,2,0.0
takeaway:covid19,2,0.0
taxon:pt,2,0.0
teaching:it,2,0.0
telecommunication:type,2,0.0
temp:dam,2,0.0
temp:hydropower_station,2,0.0
temp:powerhouse,2,0.0
terrace,2,0.0
teryt:simc,2,0.0
the,2,0.0
theatre:genre,2,0.0
tickets:public_transport,2,0.0
tiger:base_name,2,0.0
toilet_code,2,0.0
toilets:menstrual_products,2,0.0
toilets:provider,2,0.0
toolkit,2,0.0
toponimi,2,0.0
tourism_3,2,0.0
toursim,2,0.0
tower_type,2,0.0
toys:lego,2,0.0
truck,2,0.0
turn,2,0.0
type de gaz,2,0.0
type-de structure,2,0.0
under construction,2,0.0
université,2,0.0
upto,2,0.0
using,2,0.0
valid_from,2,0.0
valuta:XBT,2,0.0
vegan,2,0.0
vhf,2,0.0
village,2,0.0
visible ground settlement,2,0.0
walking_disability,2,0.0
was:oneway,2,0.0
was:operator,2,0.0
was:power,2,0.0
water:provider,2,0.0
water_intake,2,0.0
water_management_actions,2,0.0
water_quality,2,0.0
waterway_1,2,0.0
wayside_shrine,2,0.0
weather:damage,2,0.0
web,2,0.0
website:operator,2,0.0
wetap:photo,2,0.0
wetap:statusnote,2,0.0
width of Galli,2,0.0
winter_service,2,0.0
xmas:name,2,0.0
yds,2,0.0
zip_right,2,0.0
    idp:source_20150503,1,0.0
 http://hiu-maps.net/hot/1.0.0/kathmandu_flipped/{zoom}/{x}/{y}.png,1,0.0
#GWUMapathon,1,0.0
#GWUmapathon#GWUmapathon,1,0.0
(new tag),1,0.0
(new tag)natural,1,0.0
13,1,0.0
3rd_floor_cement_amd_brock_,1,0.0
3rd_floor_cement_mortar,1,0.0
4,1,0.0
5,1,0.0
50%CGI,1,0.0
50%_RCC,1,0.0
55,1,0.0
7,1,0.0
ADRESS,1,0.0
AIRE_KM2,1,0.0
AREA_KM,1,0.0
AREA_RU_KM,1,0.0
AREA_RU_M,1,0.0
AREA_UR_KM,1,0.0
AREA_UR_M,1,0.0
AWARENESS,1,0.0
Academy,1,0.0
Address,1,0.0
Adopera,1,0.0
Agency,1,0.0
Atm,1,0.0
Attribute_Source_Date,1,0.0
Audiogram,1,0.0
Awaareness,1,0.0
Awarnsee,1,0.0
BATIMENTS,1,0.0
BID,1,0.0
BRIDGE_NO,1,0.0
Bathng,1,0.0
Bhakti Marg,1,0.0
Bhatta House,1,0.0
Bkash house,1,0.0
Bldg Typology,1,0.0
Buiilding:levels,1,0.0
Building in slope land,1,0.0
Building:Area,1,0.0
Building:level,1,0.0
Builiing_in_slopeland,1,0.0
Business Email Address,1,0.0
Business Hours,1,0.0
Business Informatique,1,0.0
Camp,1,0.0
Capacity de service,1,0.0
Capacité,1,0.0
Centre d'Etude et de Recherche sur le Developpement Local(CERDEL),1,0.0
"City, state, Country",1,0.0
Club,1,0.0
Code,1,0.0
Cooperatives,1,0.0
Damage:event,1,0.0
Danio Missud,1,0.0
Daulton,1,0.0
Director,1,0.0
Displacement ,1,0.0
Dist_name,1,0.0
Dobhar krishak samuh .padampur -3,1,0.0
Doctor,1,0.0
E-Mail:,1,0.0
E-Mail: ,1,0.0
ECG,1,0.0
Earthquake Resistance,1,0.0
Earthquake Resistant,1,0.0
FAM_UTS_RU,1,0.0
FAM_UTS_UR,1,0.0
FEMMES,1,0.0
FIME,1,0.0
FIXME2,1,0.0
FIXME:access,1,0.0
FORD,1,0.0
Facility,1,0.0
Fiscal Year,1,0.0
Football,1,0.0
Forest Hill Lane,1,0.0
Fort Dimanche,1,0.0
Functional,1,0.0
Furniture Shop,1,0.0
GAP_STS,1,0.0
GWU,1,0.0
Garden,1,0.0
Google +,1,0.0
HI,1,0.0
HOMMES,1,0.0
HOUSEOWNER,1,0.0
HOUSES_RU,1,0.0
HOUSES_UR,1,0.0
HR,1,0.0
HR:EWS,1,0.0
HTHT,1,0.0
Hauteur,1,0.0
Heavy_overgang,1,0.0
Hospital,1,0.0
Hotel,1,0.0
Hotel Country Villa,1,0.0
Households,1,0.0
Houses,1,0.0
Hymn,1,0.0
ID_COMM,1,0.0
ID_COMMUNE,1,0.0
ID_SECTION,1,0.0
Idp:camp_site,1,0.0
Jembatan,1,0.0
Kara's House\Office,1,0.0
Kay Madame Kara ,1,0.0
Landmark,1,0.0
Le Daguin,1,0.0
Local name,1,0.0
MENAGES,1,0.0
MNG_AGENCY,1,0.0
MOINS_5_AN,1,0.0
Man made,1,0.0
Manakamana Books,1,0.0
Manakamana Books ,1,0.0
Mare-D'eau,1,0.0
Motel,1,0.0
NAYA BAJAR,1,0.0
NOM_SECTIO,1,0.0
NO_DEP,1,0.0
NO_SECTION,1,0.0
NR_STATUS,1,0.0
NarayanSthan Temple,1,0.0
Nickname,1,0.0
Nombre de chambre,1,0.0
OBJECTID_1,1,0.0
OID_,1,0.0
OWNER,1,0.0
Onwer,1,0.0
Open area,1,0.0
Opening Hours,1,0.0
Owner Built,1,0.0
P1,1,0.0
POPULATION,1,0.0
POP_DENS,1,0.0
POP_RU,1,0.0
POP_UR,1,0.0
Page Facebook,1,0.0
Partenza,1,0.0
Payment,1,0.0
Payment Methods,1,0.0
Pedernales,1,0.0
RPM,1,0.0
Raynor & Associates,1,0.0
RdType,1,0.0
Refugee Camp ,1,0.0
Refugee Camps ,1,0.0
River,1,0.0
Road,1,0.0
Rue,1,0.0
Rural,1,0.0
S & K media pvt ltd,1,0.0
SUID_NMA,1,0.0
Sahana:address,1,0.0
Salon Coiffeur,1,0.0
Sam Houston Parkway,1,0.0
School:HT,1,0.0
Section,1,0.0
Servizio,1,0.0
Shop Type,1,0.0
Short Name,1,0.0
Sishuwa chowk,1,0.0
Sor,1,0.0
Sottlement,1,0.0
Source:name,1,0.0
Spa,1,0.0
Sport,1,0.0
Sportello,1,0.0
Status,1,0.0
Structure,1,0.0
Survey,1,0.0
Toilets,1,0.0
Total Occupant,1,0.0
Trail,1,0.0
Type ,1,0.0
Type D'Obstacle,1,0.0
UN Delta Camp,1,0.0
UNIQ,1,0.0
UNIT_NAME,1,0.0
URL:photos,1,0.0
Value,1,0.0
Via,1,0.0
Vulnurability,1,0.0
WARD_BO_ID,1,0.0
Watertank,1,0.0
Waterway,1,0.0
Woven Fabric Labels,1,0.0
Year Established,1,0.0
Year of Construction,1,0.0
Youtube,1,0.0
Zumba Classes,1,0.0
_ANNEXATION_,1,0.0
_ANS_ET,1,0.0
_BUILDING_C_,1,0.0
_COUNCIL_AP_,1,0.0
_DESCRIPTIO_,1,0.0
_EFF_DATE_,1,0.0
_EMS_,1,0.0
_ENTITY_NAM_,1,0.0
_FIRE_SUPRE_,1,0.0
_FW_ENTIREL_,1,0.0
_FW_SALES_B_,1,0.0
_GLOBALID_,1,0.0
_HEALTH_INS_,1,0.0
_LEGAL_DOC_,1,0.0
_OBJECTID_,1,0.0
_POLICE_SER_,1,0.0
_SERVICE_TY_,1,0.0
_STREET_LIG_,1,0.0
_Shape_Area_,1,0.0
_Shape_Leng_,1,0.0
aadr:postcode,1,0.0
abandonbed:highway,1,0.0
abandoned:comment,1,0.0
abandoned:cuisine,1,0.0
abandoned:email,1,0.0
abandoned:fuel:cng,1,0.0
abandoned:fuel:diesel,1,0.0
abandoned:fuel:lpg,1,0.0
abandoned:fuel:octane_95,1,0.0
abandoned:junction,1,0.0
abandoned:name,1,0.0
abandoned:phone,1,0.0
abandoned:playground,1,0.0
abandoned:ref:mise,1,0.0
abandoned:religion,1,0.0
abonded:place,1,0.0
abondoned,1,0.0
ac:color,1,0.0
ac:easting,1,0.0
ac:entityFlags,1,0.0
ac:layer_name,1,0.0
ac:northing,1,0.0
ac:part_of_poly,1,0.0
acces,1,0.0
access:backward,1,0.0
access:backward:conditional,1,0.0
access:bicycle,1,0.0
access:foot,1,0.0
access:hgv,1,0.0
access:horse,1,0.0
access:motorcar,1,0.0
access:motorcycle,1,0.0
access_1,1,0.0
acess,1,0.0
acity,1,0.0
actionoif/oef,1,0.0
active_traffic_management,1,0.0
add:country,1,0.0
add:postode,1,0.0
adddress,1,0.0
addr:Street,1,0.0
addr:countrya,1,0.0
addr:housenumber_1,1,0.0
addr:name,1,0.0
addr:phone,1,0.0
addr:strees,1,0.0
addr:tourism,1,0.0
addr:website,1,0.0
addr:zipcode,1,0.0
address:email,1,0.0
adr:street,1,0.0
adresfull,1,0.0
adress:city,1,0.0
adress:country,1,0.0
aeasonal,1,0.0
aera,1,0.0
aerialway:summer:access,1,0.0
aircraft:type,1,0.0
alcohol,1,0.0
aligned,1,0.0
alt_wikidata,1,0.0
amage:event,1,0.0
amenity:wikipedia,1,0.0
amenity=community_centre,1,0.0
amenity_3,1,0.0
amnety,1,0.0
animal_breading,1,0.0
animal_shelter:adoption,1,0.0
animal_training,1,0.0
antenna,1,0.0
apartments:for,1,0.0
are,1,0.0
area:type,1,0.0
arete,1,0.0
artisan,1,0.0
arup,1,0.0
ashtray,1,0.0
atmlounge,1,0.0
atribute_source_type,1,0.0
attribute,1,0.0
attribute source type,1,0.0
attribute_ source_ type,1,0.0
attribution source type,1,0.0
atttribute_source_date,1,0.0
authentication:nfc,1,0.0
authentication:none,1,0.0
barometer,1,0.0
barrier:barbed_wire,1,0.0
barrwa,1,0.0
base _material,1,0.0
base_matrial,1,0.0
base_mtrl,1,0.0
bath:open_air,1,0.0
bay:x,1,0.0
bay:y,1,0.0
beacon:channel,1,0.0
beekeeping,1,0.0
billboard,1,0.0
bitcoin,1,0.0
blood:plasma,1,0.0
booth,1,0.0
boules,1,0.0
boundary ,1,0.0
boundary_1,1,0.0
brick_2nd_,1,0.0
bricks,1,0.0
bridge=suspension,1,0.0
bridge_base_material:metal,1,0.0
browfield,1,0.0
"brownfield:source_20150514=Pleiades, CNES, Airbus DS / OSM-fr",1,0.0
bui,1,0.0
buidings,1,0.0
buildind,1,0.0
building ,1,0.0
building 2,1,0.0
building 3,1,0.0
building height,1,0.0
building:foundation_height,1,0.0
building:tower,1,0.0
building_2,1,0.0
building_type,1,0.0
building`,1,0.0
buildingq,1,0.0
builoding:level,1,0.0
built,1,0.0
bunker_type,1,0.0
busway:left:conditial,1,0.0
busway:left:conditional,1,0.0
buuilding,1,0.0
bâtiment,1,0.0
cable,1,0.0
cadmin_level,1,0.0
cai_scale,1,0.0
cake,1,0.0
callable,1,0.0
camping,1,0.0
canal:intake,1,0.0
cannabis:cbd,1,0.0
cantact_phone,1,0.0
capacity:boys,1,0.0
capacity:charging,1,0.0
capacity:girls,1,0.0
capacity:motorcar,1,0.0
capacity:rooms,1,0.0
capitaa,1,0.0
caravan_site,1,0.0
caravan_site:type,1,0.0
carft,1,0.0
carpenter,1,0.0
carpool,1,0.0
carraia,1,0.0
carwash,1,0.0
casino,1,0.0
centralkey,1,0.0
century,1,0.0
chautaro,1,0.0
check_date:footway:surface,1,0.0
check_date:recycling,1,0.0
check_date:service:bicycle:pump,1,0.0
check_point,1,0.0
checkpoint,1,0.0
child,1,0.0
china_class,1,0.0
cine,1,0.0
cinema,1,0.0
"city, state",1,0.0
civico,1,0.0
class:ilo,1,0.0
climbing,1,0.0
climbing:bolted,1,0.0
climbing:grade:french:max,1,0.0
climbing:grade:french:min,1,0.0
climbing:orientation,1,0.0
closed:amenity,1,0.0
closed:highway,1,0.0
closed:name,1,0.0
clothes:sports,1,0.0
clothes:swimwear,1,0.0
clothes:vintage,1,0.0
coffee:brand,1,0.0
college,1,0.0
colonnade:right,1,0.0
comment2,1,0.0
communication:4G+,1,0.0
communication:mobile,1,0.0
communication:natcom,1,0.0
company name,1,0.0
construction:cuisine,1,0.0
construction:fuel:lng,1,0.0
construction:operator,1,0.0
construction:sport,1,0.0
construction:telecom,1,0.0
contact name,1,0.0
contact: facebook,1,0.0
contact:phone2,1,0.0
contact:skype,1,0.0
contact:soundcloud,1,0.0
contact:tiktok,1,0.0
contact:whatsApp,1,0.0
contactr:housenumber,1,0.0
contents,1,0.0
coonstruction,1,0.0
coopi_public_buildings,1,0.0
cosmha:projet,1,0.0
"country, zipcode",1,0.0
cpad:unitid,1,0.0
craft_1,1,0.0
crane:type,1,0.0
created2_by,1,0.0
created_by_1,1,0.0
crossing:on_demand,1,0.0
crown_type,1,0.0
culture,1,0.0
cycleray:right,1,0.0
cycleway:colour,1,0.0
cycleway:lanes:backward,1,0.0
cycleway_left,1,0.0
cyclewy,1,0.0
damage: event,1,0.0
damage:note,1,0.0
damage:source_20150514,1,0.0
damageevent,1,0.0
dangerous,1,0.0
date_construction,1,0.0
dead_end,1,0.0
defensive,1,0.0
delivery:website,1,0.0
demage:event,1,0.0
demlished,1,0.0
demolished:aeroway,1,0.0
demolished:landuse,1,0.0
demolished:name,1,0.0
demolished:office,1,0.0
denomination:fr,1,0.0
denomination:old,1,0.0
depot:type,1,0.0
description2,1,0.0
description:delivery,1,0.0
description:delivery:it,1,0.0
